Time (s)	Temperature_0	Temperature_1	Temperature_2	Pyranometer (mV)
2177.569	49.798	38.544	32.382	1.000
2178.569	49.802	38.543	32.379	1.000
2179.569	49.805	38.542	32.389	1.000
2180.569	49.809	38.564	32.390	1.000
2181.569	49.814	38.565	32.398	1.000
2182.569	49.815	38.569	32.403	1.000
2184.569	49.824	38.555	32.403	1.000
2185.569	49.830	38.574	32.413	1.000
2187.569	49.845	38.585	32.418	1.000
2189.568	49.856	38.587	32.421	1.000
2190.568	49.862	38.594	32.431	1.000
2191.569	49.857	38.598	32.431	1.000
2192.569	49.866	38.595	32.443	1.000
2194.568	49.880	38.606	32.436	1.000
2195.568	49.884	38.612	32.443	1.000
2196.568	49.877	38.611	32.436	1.000
2197.568	49.891	38.617	32.451	1.000
2198.569	49.882	38.627	32.461	1.000
2199.569	49.881	38.631	32.468	1.000
2201.568	49.905	38.633	32.469	1.000
2202.568	49.891	38.652	32.474	1.000
2203.568	49.907	38.631	32.471	1.000
2204.570	49.902	38.649	32.480	1.000
2206.569	49.903	38.651	32.479	1.000
2207.569	49.913	38.651	32.482	1.000
2209.569	49.909	38.651	32.475	1.000
2210.569	49.918	38.676	32.499	1.000
2212.569	49.922	38.660	32.503	1.000
2213.569	49.940	38.680	32.501	1.000
2215.569	49.931	38.674	32.509	1.000
2217.569	49.929	38.676	32.525	1.000
2218.569	49.938	38.673	32.528	1.000
2220.568	49.944	38.695	32.524	1.000
2222.568	49.949	38.708	32.539	1.000
2223.569	49.947	38.697	32.532	1.000
2225.569	49.958	38.705	32.543	1.000
2227.568	49.969	38.722	32.556	1.000
2228.569	49.966	38.704	32.558	1.000
2229.569	49.972	38.726	32.565	1.000
2231.569	49.981	38.722	32.573	1.000
2232.569	49.986	38.725	32.580	1.000
2234.568	49.990	38.743	32.571	1.000
2236.567	49.997	38.738	32.585	1.000
2237.568	49.997	38.746	32.588	1.000
2238.568	50.002	38.749	32.591	1.000
2239.569	50.001	38.751	32.604	1.000
2241.569	50.013	38.766	32.604	1.000
2242.569	50.015	38.756	32.608	1.000
2243.569	50.011	38.778	32.600	1.000
2244.569	50.029	38.767	32.621	1.000
2245.569	50.023	38.781	32.627	1.000
2246.569	50.021	38.780	32.637	1.000
2247.569	50.034	38.782	32.644	1.000
2248.569	50.031	38.797	32.625	1.000
2249.569	50.039	38.778	32.654	1.000
2250.569	50.039	38.789	32.657	1.000
2252.568	50.043	38.792	32.653	1.000
2253.568	50.059	38.792	32.657	2.000
2254.568	50.061	38.823	32.667	2.000
2256.567	50.048	38.809	32.679	2.000
2257.568	50.050	38.821	32.699	2.000
2258.568	50.041	38.818	32.675	2.000
2259.569	50.003	38.819	32.687	2.000
2261.568	49.982	38.831	32.685	2.000
